"Concat (VV Vendor,UPC)",Preferred,Preferred (1),Supplier Supported Tasting Item,Distributor,Supplier,Item Number,Product UPC,Product Description,THC Mg per unit,Department,Category,Sub Category,Size,Units/Case,Deal Description,Case 1 (Retail),Deepest Invoice (Market),Top Ten Invoice Cost,Free Case Value,Buy Qty,Free Qty,Freight,Net Case,Net/Unit,Discount To Market,Retail,Club,GM%,Avg Retail,Avg Club,Avg Sale,Total Wine,Sales Ranking,Competitor Pricing,Concatenate NS Vendor Name,Distributor (1),CR Vendor Name,Category (for markup),Markup %,Invoice Price,Invoice Price Check against CR,REMOVE?,Supplier Supported Tasting Item (1),Distributor (2),Supplier (1),Item Number (1),Product UPC (1),Product Description (1),Department (1),Size (1),Units/Case (1),Deal Description (1),Buy Months (if appl.),Case 1 (Retail) (1),Buy Month Invoice,Non-Buy Month Invoice,Free Case Value (1),Buy Qty (1),Free Qty (1),Freight (1),EO $,EO Cases,EO Period,EO Notes,EO Notes (1),New PV Function,September,October
Bellboy Corporation810012698597, ,,,Bellboy Corporation,Foundry Nation,9917062,810012698597,Two Scoops Root Beer 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,,98,98,78.4,79,10,1,,70.5,11.75,0.2806122448979592,21.99,17.96,0.3457683741648107,,,,,,,Bellboy Corporation810012698597,Bellboy Corporation,Bellboy Corporation,,0.5,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation810012693882,Bellboy Corporation,Yes,,Bellboy Corporation,Foundry Nation,9917102,810012693882,Two Scoops Variety Pack 10mg THC 6pk 12oz can,10mg,THC,Beverages,,6pk 12oz can,4,,96,96,80,79,10,1,,72.1,18.025,0.2489583333333334,33.99,27.96,0.35532904148783984,33.49,27.96,0,,,,Bellboy Corporation810012693882,Bellboy Corporation,Bellboy Corporation,Beverages,0.5,80,53.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850039736483","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Uncle Arnie's,30513,850039736483,Uncle Arnie's Blueberry Nightcap 10mg THC 2oz,10,THC,Beverages,Shot,2oz,24,,,52,40,,,,,40,1.6666666666666667,0.23076923076923073,3.99,2.96,0.4369369369369369,4.19,3.46,0,3.99,8,Alot More - Varies ,"Capitol Beverage Sales, L.P.850039736483","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,40,40.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850039736346","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Uncle Arnie's,30505,850039736346,Uncle Arnie's Cherry Limeade 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,76,60,,,,,60,10,0.21052631578947367,18.99,15.96,0.3734335839598998,17.49,14.96,0,15.99,31,Alot More - Varies ,"Capitol Beverage Sales, L.P.850039736346","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850039736322","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Uncle Arnie's,30501,850039736322,Uncle Arnie's Ice Tea Lemonade 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,76,60,,,,,60,10,0.21052631578947367,18.99,15.96,0.3734335839598998,17.49,14.96,0,16.99,78,Alot More - Varies ,"Capitol Beverage Sales, L.P.850039736322","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850039736490","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Uncle Arnie's,30519,850039736490,Uncle Arnie's Magic Mango 10mg THC 2oz,10,THC,Beverages,Shot,2oz,24,,,52,40,,,,,40,1.6666666666666667,0.23076923076923073,3.99,2.96,0.4369369369369369,4.19,3.46,0,3.99,35,Alot More - Varies ,"Capitol Beverage Sales, L.P.850039736490","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,40,40.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850039736551","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Uncle Arnie's,30509,850039736551,Uncle Arnie's Rasp Lemonade 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,76,60,,,,,60,10,0.21052631578947367,18.99,15.96,0.3734335839598998,17.49,14.96,0,16.99,36,Alot More - Varies ,"Capitol Beverage Sales, L.P.850039736551","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850039736544","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Uncle Arnie's,30511,850039736544,Uncle Arnie's Straw Lemonade 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,76,60,,,,,60,10,0.21052631578947367,18.99,15.96,0.3734335839598998,17.49,14.96,0,16.99,46,Alot More - Varies ,"Capitol Beverage Sales, L.P.850039736544","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850039736469","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Uncle Arnie's,30515,850039736469,Uncle Arnie's Strawberry Kiwi 10mg THC 2oz,10,THC,Beverages,Shot,2oz,24,,,52,40,,,,,40,1.6666666666666667,0.23076923076923073,3.99,2.96,0.4369369369369369,4.19,3.46,0,3.99,7,Alot More - Varies ,"Capitol Beverage Sales, L.P.850039736469","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,40,40.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850039736476","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Uncle Arnie's,30517,850039736476,Uncle Arnie's Sunrise Orange 10mg THC 2oz,10,THC,Beverages,Shot,2oz,24,,,52,40,,,,,40,1.6666666666666667,0.23076923076923073,3.99,2.96,0.4369369369369369,4.19,3.46,0,3.99,19,Alot More - Varies ,"Capitol Beverage Sales, L.P.850039736476","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,40,40.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850039736650","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Uncle Arnie's,30521,850039736650,Uncle Arnie's Variety Pack 10mg THC 12pk 12oz can,10,THC,Beverages,,12pk 12oz can,2,,,66,52.8,,,,,52.8,26.4,0.20000000000000007,48.99,40.96,0.35546875000000006,41.99,34.96,0,42.99,30,Alot More - Varies ,"Capitol Beverage Sales, L.P.850039736650","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,52.8,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850039736667","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Uncle Arnie's,30523,850039736667,Uncle Arnie's Variety Pack Sugar Free 10mg THC 12pk 12oz can,10,THC,Beverages,,12pk 12oz can,2,,,66,52.8,,,,,52.8,26.4,0.20000000000000007,48.99,40.96,0.35546875000000006,41.99,34.96,0,42.99,10,Alot More - Varies ,"Capitol Beverage Sales, L.P.850039736667","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,52.8,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850039736353","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Uncle Arnie's,30503,850039736353,Uncle Arnie's Watermelon Wave 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,76,60,,,,,60,10,0.21052631578947367,18.99,15.96,0.3734335839598998,17.49,14.96,0,16.99,32,Alot More - Varies ,"Capitol Beverage Sales, L.P.850039736353","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capitol Beverage Sales, L.P.850039736339","Capitol Beverage Sales, L.P.",Yes,,"Capitol Beverage Sales, L.P.",Uncle Arnie's,30507,850039736339,Uncle Arnie's Zen Green Tea 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,76,60,,,,,60,10,0.21052631578947367,18.99,15.96,0.3734335839598998,17.49,14.96,0,16.99,52,Alot More - Varies ,"Capitol Beverage Sales, L.P.850039736339","Capitol Beverage Sales, L.P.","Capitol Beverage Sales, L.P.",Beverages,0.5,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREAKTHRU852449007429,"Breakthru Beverage Minnesota Beer, LLC",,,BREAKTHRU,Utepils,9795448,852449007429,Utepils Happy Pack 10mg THC 12pk 12oz can,10mg,THC,Beverages,,12pk 12oz can,2,Case 1,61.5,55.7,55.7,11,1,1,,44.7,22.35,0.19748653500897662,41.99,34.96,0.36069794050343246,42.99,35.96,0,X,33,,BREAKTHRU852449007429,BREAKTHRU,BREAKTHRU,Beverages,0.5,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREAKTHRU852449007986,"Breakthru Beverage Minnesota Beer, LLC",,,BREAKTHRU,Utepils,9795396,852449007986,Utepils Key Lime Seltzer 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,77.1,65.1,65.1,13,1,1,,52.099999999999994,8.683333333333332,0.1996927803379417,15.99,12.96,0.32998971193415655,17.49,14.96,0,,,,BREAKTHRU852449007986,BREAKTHRU,BREAKTHRU,Beverages,0.5,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREAKTHRU852449007931,"Breakthru Beverage Minnesota Beer, LLC",,,BREAKTHRU,Utepils,9795419,852449007931,Utepils Orange Seltzer 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,77.1,65.1,65.1,13,1,1,,52.099999999999994,8.683333333333332,0.1996927803379417,15.99,12.96,0.32998971193415655,17.49,14.96,0,,,,BREAKTHRU852449007931,BREAKTHRU,BREAKTHRU,Beverages,0.5,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREAKTHRU852449007740,"Breakthru Beverage Minnesota Beer, LLC",,,BREAKTHRU,Utepils,9795447,852449007740,Utepils Raspberry 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,77.1,65.1,65.1,13,1,1,,52.099999999999994,8.683333333333332,0.1996927803379417,15.99,12.96,0.32998971193415655,17.49,14.96,0,,,,BREAKTHRU852449007740,BREAKTHRU,BREAKTHRU,Beverages,0.5,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREAKTHRU852449007979,"Breakthru Beverage Minnesota Beer, LLC",,,BREAKTHRU,Utepils,9795446,852449007979,Utepils Royal Cherry Seltzer 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,Case 1,77.1,65.1,65.1,13,1,1,,52.099999999999994,8.683333333333332,0.1996927803379417,15.99,12.96,0.32998971193415655,17.49,14.96,0,,,,BREAKTHRU852449007979,BREAKTHRU,BREAKTHRU,Beverages,0.5,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696014825,Nothing But Hemp LLC,Yes,Yes,Nothing But Hemp LLC,Vibes,649696014825,649696014825,Vibes Black Cherry Indica 10mg 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,,93,87,50,,,,,50,8.333333333333334,0.4252873563218391,15.99,12.96,0.35699588477366256,20.99,17.96,0,18.49,116,89.99,Nothing But Hemp LLC649696014825,Nothing But Hemp LLC,Nothing But Hemp LLC,Beverages,0.5,50,73.9998,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696405449,Nothing But Hemp LLC,Yes,Yes,Nothing But Hemp LLC,Vibes,VFP11923,649696405449,Vibes Fruit Punch 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,,93,87,50,,,,,50,8.333333333333334,0.4252873563218391,15.99,12.96,0.35699588477366256,20.99,17.96,0,,,90.99,Nothing But Hemp LLC649696405449,Nothing But Hemp LLC,Nothing But Hemp LLC,Beverages,0.5,50,79.9998,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing But Hemp LLC649696006370,Logan Fleischman,,Yes,Nothing But Hemp LLC,Vibes,649696006370,649696006370,Vibes Pineapple Sativa 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,,93,87,50,,,,,50,8.333333333333334,0.4252873563218391,15.99,12.96,0.35699588477366256,20.99,17.96,0,,,76.99,Nothing But Hemp LLC649696006370,Nothing But Hemp LLC,Nothing But Hemp LLC,Beverages,0.5,50,49.99979999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credo Brands LLC784196719259,Credo Brands LLC,Yes,,Credo Brands LLC,Voltage,784196719259,784196719259,Voltage Blueberry Lemonade 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,,54,,,,,54,9,,15.99,12.96,0.3055555555555556,15.99,13.96,0,12.99,61,Alot More - Varies ,Credo Brands LLC784196719259,Credo Brands LLC,Credo Brands LLC,Beverages,0.5,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credo Brands LLC784196719242,Credo Brands LLC,Yes,,Credo Brands LLC,Voltage,784196719242,784196719242,Voltage Cherry Limeade 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,,54,,,,,54,9,,15.99,12.96,0.3055555555555556,15.99,13.96,0,12.99,61,Alot More - Varies ,Credo Brands LLC784196719242,Credo Brands LLC,Credo Brands LLC,Beverages,0.5,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credo Brands LLC850007584825,Credo Brands LLC,Yes,,Credo Brands LLC,Voltage,351,850007584825,Voltage Half & Half 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,,54,,,,,54,9,,15.99,12.96,0.3055555555555556,14.99,12.96,0,12.99,61,Alot More - Varies ,Credo Brands LLC850007584825,Credo Brands LLC,Credo Brands LLC,Beverages,0.5,54,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credo Brands LLC850007584917,Credo Brands LLC,Yes,,Credo Brands LLC,Voltage,850007584917,850007584917,Voltage Lavender Lemonade 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,,54,,,,,54,9,,15.99,12.96,0.3055555555555556,14.99,12.96,0,12.99,61,Alot More - Varies ,Credo Brands LLC850007584917,Credo Brands LLC,Credo Brands LLC,Beverages,0.5,54,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credo Brands LLC784196719273,Credo Brands LLC,Yes,,Credo Brands LLC,Voltage,784196719273,784196719273,Voltage Relax Pack 12pack Variety 12oz can,10,THC,Beverages,,12pk 12oz can,2,,,,47,,,,,47,23.5,,15.99,12.96,-0.8132716049382714,43.99,36.96,0,12.99,61,Alot More - Varies ,Credo Brands LLC784196719273,Credo Brands LLC,Credo Brands LLC,Beverages,0.5,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation850046271397,Bellboy Corporation,Yes,,Bellboy Corporation,Wikid,9933012,850046271397,Wikid Bramble 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,FG From Supplier,90,84,72,72,14,1,,67.2,11.200000000000001,0.19999999999999996,19.99,16.96,0.33962264150943394,23.99,16.96,0,X,131,,Bellboy Corporation850046271397,Bellboy Corporation,Bellboy Corporation,Beverages,0.5,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation850046271380,Bellboy Corporation,Yes,,Bellboy Corporation,Wikid,9931012,850046271380,Wikid Mimosa 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,FG From Supplier,90,84,72,72,14,1,,67.2,11.200000000000001,0.19999999999999996,19.99,16.96,0.33962264150943394,26.99,16.96,0,,,,Bellboy Corporation850046271380,Bellboy Corporation,Bellboy Corporation,Beverages,0.5,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellboy Corporation850046271298,Bellboy Corporation,Yes,,Bellboy Corporation,Wikid,9932012,850046271298,Wikid Paloma 10mg THC 4pk 12oz can,10mg,THC,Beverages,,4pk 12oz can,6,FG From Supplier,90,84,72,72,14,1,,67.2,11.200000000000001,0.19999999999999996,19.99,16.96,0.33962264150943394,23.99,16.96,0,,,,Bellboy Corporation850046271298,Bellboy Corporation,Bellboy Corporation,Beverages,0.5,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild State Cider850018947916,Wild State Cider,Yes,,Wild State Cider,Wild State Cider,850018947916,850018947916,Wild Sate Lil' Birdie Pineapple Mango Shot 10mg,10,THC,Beverages,Shot,2oz,48,,,,80,,,,,80,1.6666666666666667,,3.99,2.96,0.4369369369369369,3.99,3.46,0,,,,Wild State Cider850018947916,Wild State Cider,Wild State Cider,Beverages,0.5,80,80.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild State Cider850018947893,Wild State Cider,Yes,,Wild State Cider,Wild State Cider,850018947893,850018947893,Wild Sate Lil' Birdie Wild Berry Lemonade Shot 10mg,10,THC,Beverages,Shot,2oz,48,,,,80,,,,,80,1.6666666666666667,,3.99,2.96,0.4369369369369369,3.99,3.46,0,3.99,110,,Wild State Cider850018947893,Wild State Cider,Wild State Cider,Beverages,0.5,80,80.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild State Cider850018947404,Wild State Cider,Yes,,Wild State Cider,Wild State Cider,2,850018947404,Wild State Birdie Berry Lemonade 5mg THC 4pk 12oz can,5,THC,Beverages,,4pk 12oz can,6,,,,54,,,,,54,9,,16.99,13.96,0.35530085959885394,14.99,12.96,0,,,,Wild State Cider850018947404,Wild State Cider,Wild State Cider,Beverages,0.5,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild State Cider850018947510,Wild State Cider,Yes,,Wild State Cider,Wild State Cider,850018947510,850018947510,Wild State Birdie Honey Lemonade 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Pallet Orders,,,65.97,,,,,65.97,10.995,,12.99,10.96,-0.0031934306569341574,18.99,15.96,0,,,,Wild State Cider850018947510,Wild State Cider,Wild State Cider,Beverages,0.5,65.97,65.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild State Cider850018947961,Wild State Cider,Yes,,Wild State Cider,Wild State Cider,850018947961,850018947961,Wild State Birdie Passion Fruit Guava 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Pallet Orders,,,65.97,,,,,65.97,10.995,,12.99,10.96,-0.0031934306569341574,18.99,15.96,0,,,,Wild State Cider850018947961,Wild State Cider,Wild State Cider,Beverages,0.5,65.97,65.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild State Cider850018947718,Discontinued,,,Wild State Cider,Wild State Cider,850018947718,850018947718,Wild State Birdie Pineapple Mango 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,,65.97,,,,,65.97,10.995,,17.99,14.96,0.26504010695187175,18.99,14.96,0,,,,Wild State Cider850018947718,Wild State Cider,Wild State Cider,Beverages,0.5,65.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild State Cider850018947879,Wild State Cider,Yes,,Wild State Cider,Wild State Cider,850018947879,850018947879,Wild State Birdie Tea + Lemon 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,,65.97,,,,,65.97,10.995,,17.99,14.96,0.26504010695187175,18.99,15.96,0,,,,Wild State Cider850018947879,Wild State Cider,Wild State Cider,Beverages,0.5,65.97,65.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild State Cider850018947640,Wild State Cider,Yes,,Wild State Cider,Wild State Cider,,850018947640,Wild State Birdie Tea + Lemon Variety 10mg THC 9pk 12oz can,10,THC,Beverages,,9pk 12oz can,2,,,,40,,,,,40,20,,33.99,27.96,0.28469241773962806,33.49,27.96,0,31.99,27,,Wild State Cider850018947640,Wild State Cider,Wild State Cider,Beverages,0.5,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild State Cider850018947541,Wild State Cider,Yes,,Wild State Cider,Wild State Cider,5,850018947541,Wild State Birdie THC Variety 9pk 12oz can,,THC,Beverages,,9pk 12oz can,2,,,,40,,,,,40,20,,33.99,27.96,0.28469241773962806,33.49,27.96,0,31.99,40,,Wild State Cider850018947541,Wild State Cider,Wild State Cider,Beverages,0.5,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Brothers - St. Paul196852875160,Johnson Brothers - St. Paul,Yes,Yes (undosed available),Johnson Brothers - St. Paul,Wherehouse Beverage,1692834,196852875160,Wynk Black Cherry 5mg THC 6pk 12oz can,5,THC,Beverages,,6pk 12oz can,4,Case 1 Upfront,33.5,,33.5,,,,,33.5,8.375,,15.99,12.96,0.44017379679144386,17.49,14.96,0,14.99,,,Get Chai197644343683,Johnson Brothers - St. Paul,Johnson Brothers - St. Paul,Beverages,0.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Brothers - St. Paul198715066937,Johnson Brothers - St. Paul,Yes,,Johnson Brothers - St. Paul,Wynk,1538875,198715066937,Wynk Lemonade 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,,54,,,,,54,9,,16.99,13.96,0.35530085959885394,17.49,13.96,0,,,Alot More - Varies ,Johnson Brothers - St. Paul198715066937,Johnson Brothers - St. Paul,Johnson Brothers - St. Paul,Beverages,0.5,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Brothers - St. Paul196852500505,Johnson Brothers - St. Paul,Yes,Yes (undosed available),Johnson Brothers - St. Paul,Wherehouse Beverage,1379413,196852500505,Wynk Lime Twist 5mg THC 6pk 12oz can,5,THC,Beverages,,6pk 12oz can,4,Case 1 Upfront,33.5,,33.5,,,,,33.5,8.375,,15.99,12.96,0.44017379679144386,17.49,14.96,0,29.99,,,Get Chai197644343683,Johnson Brothers - St. Paul,Johnson Brothers - St. Paul,Beverages,0.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Brothers - St. Paul198715172546,Get Chai,,,Johnson Brothers - St. Paul,Wynk,198715172546,198715172546,Wynk Mandarin Pomeo 5mg THC 6pk 12oz can,5,THC,Beverages,,6pk 12oz can,4,,,,33.48,,,,,33.48,8.37,,15.99,12.96,0.3541666666666668,14.99,12.96,9.86,,,Alot More - Varies ,Johnson Brothers - St. Paul198715172546,Johnson Brothers - St. Paul,Johnson Brothers - St. Paul,Beverages,0.5,33.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Brothers - St. Paul196852039432,Wherehouse Beverage,,Yes (undosed available),Johnson Brothers - St. Paul,Wherehouse Beverage,1536134,196852039432,Wynk Mango 5mg THC 6pk 12oz can,5,THC,Beverages,,6pk 12oz can,4,Case 1 Upfront,33.5,,33.5,,,,,33.5,8.375,,15.99,12.96,0.44017379679144386,17.49,14.96,0,29.99,,,Get Chai197644343683,Johnson Brothers - St. Paul,Johnson Brothers - St. Paul,Beverages,0.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Brothers - St. Paul198715546675,Johnson Brothers - St. Paul,Yes,,Johnson Brothers - St. Paul,Wynk,1811712,198715546675,Wynk Raspberry Lemonade 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,,54,,,,,54,9,,16.99,13.96,0.35530085959885394,17.49,13.96,0,14.99,124,Alot More - Varies ,Johnson Brothers - St. Paul198715546675,Johnson Brothers - St. Paul,Johnson Brothers - St. Paul,Beverages,0.5,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Brothers - St. Paul198715139464,Johnson Brothers - St. Paul,Yes,,Johnson Brothers - St. Paul,Wynk,1258873,198715139464,Wynk Strawberry Lemonade 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,,,,54,,,,,54,9,,16.99,13.96,0.35530085959885394,17.49,13.96,0,,,Alot More - Varies ,Johnson Brothers - St. Paul198715139464,Johnson Brothers - St. Paul,Johnson Brothers - St. Paul,Beverages,0.5,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Brothers - St. Paul198715683899,Johnson Brothers - St. Paul,Yes,,Johnson Brothers - St. Paul,Wherehouse Beverage,1275546,198715683899,WYNK Variety Pack 10mg THC 12pk 12oz can,10,THC,Beverages,,12pk 12oz can,2,,,,41.1,,,,,41.1,20.55,,37.99,31.96,1.40987124463519,33.49,27.96,0,28.99,112,,Get Chai197644343683,Johnson Brothers - St. Paul,Johnson Brothers - St. Paul,Beverages,1.5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Brothers - St. Paul197644343683,Johnson Brothers - St. Paul,Yes,Yes,Johnson Brothers - St. Paul,Wherehouse Beverage,1330150,197644343683,Wynk Variety Pack 5mg THC 12pk 12oz can,5,THC,Beverages,,12pk 12oz can,2,Case 1 Upfront,33,,33,,,,,33,16.5,,30.99,25.96,0.40987124463519314,33.49,27.96,0,29.99,,,Get Chai197644343683,Johnson Brothers - St. Paul,Johnson Brothers - St. Paul,Beverages,0.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Star Hemp, LLC051497359409","North Star Hemp, LLC",Yes,,"North Star Hemp, LLC",You Betcha,2,051497359409,You Betcha Any Time Gummies 10 Pack,,THC,Edibles,,,10,,,120,100,,,,,100,10,0.16666666666666663,18.99,15.96,0.3734335839598998,18.99,15.96,0,,,,"North Star Hemp, LLC051497359409","North Star Hemp, LLC","North Star Hemp, LLC",Edibles,0.5,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Star Hemp, LLC051497154110","North Star Hemp, LLC",Yes,,"North Star Hemp, LLC",You Betcha,051497154110,051497154110,You Betcha Anytime 10mg THC 4pk 12oz can,10,THC,Beverages,,4pk 12oz can,6,Kiwi Strawberry (Pink),,72,60,,,,,60,10,0.16666666666666663,18.99,15.96,0.3734335839598998,18.99,15.96,0,17.99,65,,"North Star Hemp, LLC051497154110","North Star Hemp, LLC","North Star Hemp, LLC",Beverages,0.5,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Star Hemp, LLC051497359386","North Star Hemp, LLC",Yes,,"North Star Hemp, LLC",You Betcha,1,051497359386,You Betcha Day Time Gummies 10 Pack,,THC,Edibles,,,10,Yellow,,120,100,,,,,100,10,0.16666666666666663,18.99,15.96,0.3734335839598998,18.99,15.96,0,,,,"North Star Hemp, LLC051497359386","North Star Hemp, LLC","North Star Hemp, LLC",Edibles,0.5,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Star Hemp, LLC051497436940","North Star Hemp, LLC",Yes,,"North Star Hemp, LLC",You Betcha,051497436940,051497436940,You Betcha Daytime #2 Gummies 10 pack,,THC,Edibles,,10pk,10,Green,,120,100,,,,,100,10,0.16666666666666663,18.99,15.96,0.3734335839598998,18.99,15.96,0,,,,"North Star Hemp, LLC051497436940","North Star Hemp, LLC","North Star Hemp, LLC",Edibles,0.5,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
